,Seller,PriceNumeric,KmNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId,enc_seller,enc_gearBox,enc_fuel,enc_color_silver,enc_color_white,enc_color_grey,enc_color_gold,enc_color_black,enc_color_blue,enc_color_other,enc_city_new_delhi,enc_city_mumbai,enc_city_bangalore,enc_city_hyderabad,enc_city_chennai,enc_city_thane,enc_city_other,enc_name_innova,enc_name_fortuner,enc_name_corolla_altis,enc_name_etios
2455,Individual,530000,35000,2013,Etios,White,Diesel,Manual,Mumbai,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2456,Individual,210000,56000,2007,Corolla,,Petrol,Automatic,Mumbai,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2457,Individual,99000,62807,2003,Corolla,White,Petrol,Automatic,Mumbai,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2458,Individual,1300000,22000,2015,Innova,Super White,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2459,Individual,600000,49963,2009,Corolla Altis,Silver Mica Metallic,Petrol,Manual,Mumbai,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2460,Individual,500000,57000,2010,Corolla Altis,White Pearl Mica,Petrol,Automatic,Mumbai,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2461,Individual,850000,38500,2012,Innova,White,Diesel,Manual,Mumbai,1,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2463,Individual,130000,60000,2005,Corolla,Silver,Petrol,Automatic,Mumbai,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2464,Individual,545000,58500,2010,Corolla Altis,Blue Metallic,Diesel,Manual,Mumbai,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2465,Individual,150000,70000,2003,Corolla,White,Petrol,Automatic,Mumbai,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2466,Individual,475000,60000,2009,Corolla Altis,Champagne Mica Metallic,Petrol,Manual,Mumbai,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2467,Individual,411000,69000,2011,Corolla Altis,Silver Mica Metallic,Petrol,Manual,Mumbai,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2468,Individual,950000,53000,2011,Innova,Silver Mica,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2469,Individual,300000,70000,2003,Camry,Black,Petrol,Automatic,Mumbai,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2470,Individual,1000000,55000,2011,Innova,Silver Mica,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2475,Individual,545000,63000,2012,Corolla Altis,Super White Ll,Petrol,Manual,Mumbai,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2477,Individual,700000,70500,2013,Corolla Altis,,Petrol,Manual,Mumbai,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2478,Individual,975000,65000,2011,Innova,Grey Mica Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2479,Individual,400000,82000,2008,Innova,White,Petrol,Manual,Mumbai,1,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2480,Individual,300000,85000,2011,Etios,Celestial Black,Petrol,Manual,Mumbai,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2481,Individual,200000,80000,2007,Innova,White,Petrol,Manual,Mumbai,1,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2482,Individual,550000,77000,2010,Corolla Altis,Champagne Mica Metallic,Diesel,Manual,Mumbai,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2484,Individual,130000,96487,2003,Corolla,,Petrol,Automatic,Mumbai,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2485,Individual,875000,70000,2010,Innova,Brown,Diesel,Manual,Mumbai,2,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2486,Individual,1075000,72000,2013,Innova,Silky Gold Mica Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2487,Individual,395000,95000,2006,Camry,Light Blue,Petrol,Manual,Mumbai,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2488,Individual,400000,90000,2009,Corolla Altis,Light Blue Metallic,Petrol,Manual,Mumbai,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2489,Individual,548000,100000,2009,Corolla Altis,Skyblue,Petrol,Manual,Mumbai,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2490,Individual,200000,103200,2005,Corolla,Metallic Bluish Green,Petrol,Automatic,Mumbai,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2491,Individual,800000,85000,2011,Innova,Grey Mica Metallic,Petrol,Manual,Mumbai,1,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2492,Individual,1500000,75000,2015,Innova,Silverish Type,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2493,Individual,3700000,500,2008,Land Cruiser,White,Petrol,Automatic,Mumbai,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2494,Individual,3700000,500,2008,Land Cruiser,White,Petrol,Automatic,Mumbai,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2499,Individual,380000,115000,2005,Corolla,Silver,Petrol,Automatic,Mumbai,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2501,Individual,300000,115000,2008,Corolla Altis,,Petrol,Manual,Mumbai,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2502,Individual,525000,110000,2006,Innova,,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2503,Individual,275000,121000,2007,Corolla,White,Petrol,Automatic,Mumbai,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2505,Individual,1000000,100000,2011,Innova,,Diesel,Manual,Mumbai,2,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2506,Individual,1500000,85000,2010,Fortuner,Grey Mica Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2507,Individual,1900000,68000,2013,Fortuner,Super White,Diesel,Automatic,Mumbai,1,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2508,Individual,875000,104000,2012,Innova,Grey,Petrol,Manual,Mumbai,1,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2509,Individual,2400000,58000,2015,Fortuner,Super White,Diesel,Automatic,Mumbai,1,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2510,Individual,350000,120000,2005,Innova,Silver Mica,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2511,Individual,430000,119000,2010,Corolla Altis,Champagne Mica Metallic,Diesel,Manual,Mumbai,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2512,Individual,910000,112000,2011,Innova,Silver Mica,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2513,Individual,1095000,98750,2012,Innova,,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2514,Individual,1050000,99513,2012,Innova,Silky Gold Mica Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2515,Individual,1300000,95000,2010,Fortuner,Silver Mica Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2516,Individual,250000,127112,2004,Qualis,Maroon,Diesel,Manual,Mumbai,2,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2517,Individual,350000,135000,2010,Corolla Altis,Silver,Petrol,Manual,Mumbai,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2518,Individual,825000,121000,2010,Innova,,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2523,Individual,1500000,100000,2012,Fortuner,Super White,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2524,Individual,650000,118000,2009,Innova,Champagne Mica Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2525,Individual,1250000,111000,2009,Fortuner,White,Diesel,Manual,Mumbai,2,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2526,Individual,1200000,112000,2010,Fortuner,Super White,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2527,Individual,800000,124000,2010,Innova,Silver Mica Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2528,Individual,1225000,110000,2014,Innova,,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2529,Individual,1750000,100000,2014,Fortuner,,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2530,Individual,1050000,124000,2012,Innova,,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2531,Individual,1150000,113000,2010,Fortuner,Grey Mica Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2532,Individual,510000,138000,2007,Innova,,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2533,Individual,935000,131000,2012,Innova,,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2534,Individual,840000,140000,2012,Innova,Gray,Petrol,Manual,Mumbai,1,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2535,Individual,1900000,117000,2012,Fortuner,,Diesel,Automatic,Mumbai,1,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2537,Individual,950000,147000,2012,Innova,Silver Mica Metalic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2538,Individual,750000,154000,2010,Innova,Silver Mica Metallic,Petrol,Manual,Mumbai,1,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2539,Individual,1050000,151000,2012,Innova,,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2541,Individual,800000,172000,2010,Innova,Silver Mica,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2542,Individual,675000,190000,2010,Innova,Light Blue Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2547,Individual,657000,210000,2010,Innova,Light Blue Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2548,Individual,435000,217000,2006,Innova,Light Green Mica Metallic,Diesel,Manual,Mumbai,2,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2549,Individual,1400000,215100,2010,Fortuner,Silver Mica Metallic,Diesel,Manual,Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2550,Individual,170000,260000,2002,Qualis,Golden,Diesel,Manual,Mumbai,8,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2552,Individual,180000,280000,2000,Qualis,Maroon,Diesel,Manual,Mumbai,3,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2554,Dealer,1350000,52036,2014,Innova,Beige,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2560,Dealer,970000,61221,2012,Innova,Beize,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2561,Dealer,1330000,60185,2014,Innova,Beize,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2562,Dealer,280000,28630,2011,Etios,Beize,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2563,Dealer,550000,47141,2011,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2564,Dealer,825000,68466,2012,Innova,Beize,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2565,Dealer,1350000,61055,2014,Innova,Beize,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2566,Dealer,2000000,41000,2013,Fortuner,Beize,Diesel,Automatic,New Delhi,2,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2572,Dealer,290001,72000,2011,Etios,Beige,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2573,Dealer,365000,69309,2011,Etios,Black,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2576,Dealer,1250000,72000,2010,Fortuner,Black,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2578,Dealer,1750000,56382,2012,Fortuner,Black,Diesel,Automatic,New Delhi,2,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2579,Dealer,1240000,56000,2011,Fortuner,Black,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2582,Dealer,980000,77206,2010,Fortuner,Black,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2583,Dealer,1025000,75000,2009,Fortuner,Black,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2584,Dealer,1550000,116931,2012,Fortuner,Black,Diesel,Automatic,New Delhi,1,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2585,Dealer,345000,78200,2012,Etios,Black,Diesel,Manual,New Delhi,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2586,Dealer,1010000,104000,2010,Fortuner,Black,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2588,Dealer,1225000,55000,2010,Fortuner,Black,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2589,Dealer,3950000,90000,2010,Prado,Black,Diesel,Automatic,New Delhi,2,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2590,Dealer,3950000,100000,2010,Prado,Black,Diesel,Automatic,New Delhi,1,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2591,Dealer,725000,34000,2011,Corolla Altis,Black,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2592,Dealer,390000,90000,2008,Camry,Black,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2593,Dealer,999000,73000,2009,Fortuner,Black,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2594,Dealer,1595000,90000,2008,Prado,Black,Petrol,Automatic,New Delhi,1,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2595,Dealer,925000,80000,2011,Innova,Black,Petrol,Manual,New Delhi,1,6,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2596,Dealer,950000,70000,2009,Fortuner,Black,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2600,Dealer,900000,105000,2009,Fortuner,Black,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2601,Dealer,495000,59674,2010,Corolla Altis,Black,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2602,Dealer,1550000,62000,2012,Fortuner,Black,Diesel,Automatic,New Delhi,2,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2603,Dealer,7850000,42000,2013,Land Cruiser,Black,Petrol,Automatic,New Delhi,1,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2605,Individual,1550000,55235,2012,Fortuner,Attitude Black,Diesel,Manual,New Delhi,2,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2607,Dealer,900000,78000,2010,Fortuner,Black,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2608,Individual,1100000,130000,2005,Prado,Black,Petrol,Automatic,New Delhi,2,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2609,Dealer,1075000,75000,2010,Fortuner,Blue,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2610,Dealer,310000,55490,2011,Etios,Blue,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2611,Dealer,342000,54259,2012,Etios,Blue,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2614,Dealer,331000,66000,2011,Etios,Blue,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2615,Dealer,1175000,48742,2014,Innova,Blue,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2616,Dealer,435000,67277,2012,Etios,Blue,Diesel,Manual,New Delhi,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2617,Dealer,711000,125000,2010,Innova,Blue,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2620,Dealer,325000,50000,2008,Corolla Altis,Blue,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2621,Dealer,550000,40000,2011,Corolla Altis,Blue,Petrol,Manual,New Delhi,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2622,Dealer,350000,65000,2009,Corolla Altis,Blue,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2625,Dealer,340000,41000,2011,Etios,Blue,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2626,Dealer,335000,56594,2011,Etios,Blue,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2627,Dealer,635000,60000,2010,Innova,Blue,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2628,Dealer,390000,54000,2009,Corolla Altis,Blue,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2629,Dealer,335000,67848,2012,Etios Liva,Blue,Diesel,Manual,New Delhi,1,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2630,Dealer,1065000,100000,2010,Fortuner,Blue,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2631,Dealer,3400000,160000,2010,Prado,Blue,Diesel,Automatic,New Delhi,1,6,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2632,Individual,100000,150000,2003,Corolla,Blue,Petrol,Automatic,New Delhi,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2638,Individual,250000,323902,2005,Innova,Blue,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2640,Dealer,1440000,18000,2015,Corolla Altis,Bronze,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2641,Dealer,2500000,32000,2015,Fortuner,Bronze,Diesel,Automatic,New Delhi,1,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2642,Dealer,399999,65000,2009,Corolla Altis,Brown,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2643,Dealer,2975000,5200,2017,Camry,Brown,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2644,Dealer,3500000,8500,2017,Camry,Brown,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2645,Individual,3500000,8900,2017,Camry,Dark Brown,Petrol,Automatic,New Delhi,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2647,Dealer,460000,65970,2009,Camry,Gold,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2648,Dealer,160000,61000,2005,Corolla,Gold,Petrol,Manual,New Delhi,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2649,Dealer,230000,78000,2006,Corolla,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2651,Dealer,750000,67000,2012,Corolla Altis,Gold,Diesel,Manual,New Delhi,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2652,Dealer,600000,72522,2009,Camry,Gold,Petrol,Automatic,New Delhi,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2654,Dealer,690000,64001,2010,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2658,Dealer,225000,64000,2007,Corolla,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2659,Dealer,785000,68242,2012,Innova,Gold,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2660,Dealer,1350000,60000,2015,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2662,Dealer,475000,32000,2009,Corolla Altis,Gold,Petrol,Manual,New Delhi,6,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2663,Dealer,374000,71853,2008,Corolla Altis,Gold,Petrol,Manual,New Delhi,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2664,Dealer,325000,61770,2012,Etios,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2665,Dealer,440000,71853,2008,Corolla Altis,Gold,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2666,Dealer,900000,57000,2013,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2667,Dealer,765000,81311,2011,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2668,Dealer,965000,55000,2012,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2676,Dealer,350000,35359,2008,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2677,Dealer,1095000,35000,2012,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2678,Dealer,400000,67571,2009,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2679,Dealer,1249000,56645,2015,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2680,Dealer,410000,69000,2009,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2681,Dealer,625000,70000,2009,Camry,Gold,Petrol,Automatic,New Delhi,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2682,Dealer,750000,74000,2010,Camry,Gold,Petrol,Automatic,New Delhi,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
