,Seller,PriceNumeric,KmNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId,enc_seller,enc_gearBox,enc_fuel,enc_color_silver,enc_color_white,enc_color_grey,enc_color_gold,enc_color_black,enc_color_blue,enc_color_other,enc_city_new_delhi,enc_city_mumbai,enc_city_bangalore,enc_city_hyderabad,enc_city_chennai,enc_city_thane,enc_city_other,enc_name_innova,enc_name_fortuner,enc_name_corolla_altis,enc_name_etios
2683,Dealer,500000,88224,2008,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2684,Dealer,565000,38000,2011,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2687,Dealer,1425000,1800,2015,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2689,Dealer,1325000,52000,2015,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2691,Dealer,550000,97920,2011,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2692,Dealer,150000,101605,2005,Corolla,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2693,Dealer,475001,62934,2010,Corolla Altis,Gold,Petrol,Manual,New Delhi,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2697,Dealer,550000,59080,2011,Corolla Altis,Gold,Diesel,Manual,New Delhi,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2698,Dealer,649000,47000,2009,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2699,Dealer,575000,56500,2011,Corolla Altis,Gold,Diesel,Manual,New Delhi,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2700,Dealer,1300000,34000,2015,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2701,Dealer,1275000,25458,2015,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2702,Dealer,625000,62456,2010,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2703,Dealer,1575000,72000,2012,Fortuner,Gold,Diesel,Automatic,New Delhi,1,6,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2704,Dealer,1575000,78000,2012,Fortuner,Gold,Diesel,Automatic,New Delhi,1,6,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2705,Dealer,450000,37000,2009,Corolla Altis,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2706,Dealer,1250000,49000,2014,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2707,Dealer,1375000,32000,2014,Corolla Altis,Gold,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2708,Dealer,1300000,28998,2014,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2709,Dealer,1254000,44000,2015,Innova,Gold,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2710,Dealer,625000,85236,2011,Innova,Gold,Petrol,Manual,New Delhi,2,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2711,Dealer,950000,66000,2012,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2712,Dealer,1505000,72100,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2713,Dealer,1532000,71500,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2714,Dealer,1511000,72000,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2715,Dealer,1521000,71700,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2716,Dealer,1522000,71400,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2717,Dealer,1496000,72100,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2719,Dealer,1511000,71200,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2720,Dealer,1498000,71100,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2721,Dealer,1489000,71200,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2722,Dealer,1531000,69700,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2723,Dealer,1511000,67500,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2724,Dealer,1800000,70000,2013,Fortuner,Gold,Diesel,Automatic,New Delhi,1,6,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2725,Dealer,1495000,75000,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2726,Dealer,1519000,68700,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2727,Dealer,1521000,67700,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2728,Dealer,1521000,67500,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2733,Dealer,475000,70000,2008,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2734,Dealer,525000,65651,2007,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2736,Individual,1625000,80000,2012,Fortuner,Golden,Diesel,Automatic,New Delhi,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2737,Individual,1650000,45000,2012,Innova,Golden,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2738,Dealer,227000,67000,2007,Corolla,Gold,Petrol,Manual,New Delhi,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2739,Dealer,1175000,23000,2014,Corolla Altis,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2740,Dealer,225000,70000,2007,Corolla,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2741,Dealer,750000,68000,2011,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2746,Dealer,900000,90001,2012,Innova,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2747,Individual,500000,29000,2009,Corolla Altis,Champagne,Petrol,Manual,New Delhi,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2748,Individual,340000,58000,2004,Corolla,Gold,Petrol,Automatic,New Delhi,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2749,Individual,1000000,33000,2013,Corolla Altis,Champagne,Petrol,Automatic,New Delhi,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2750,Individual,475000,76000,2007,Innova,Champagne,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2752,Dealer,1199000,67277,2015,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2753,Dealer,1075000,80340,2010,Fortuner,Grey,Diesel,Manual,New Delhi,6,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2758,Dealer,510000,20076,2015,Etios,Grey,Petrol,Manual,New Delhi,1,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2759,Dealer,740000,58275,2011,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2760,Dealer,950000,62154,2013,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2761,Dealer,720000,72479,2011,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2762,Dealer,920000,83158,2012,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2763,Dealer,1275000,8500,2015,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2764,Dealer,1675000,6000,2017,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2765,Dealer,785000,65000,2011,Innova,Grey,Petrol,Manual,New Delhi,6,6,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2766,Dealer,1475000,39000,2014,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2767,Dealer,1170000,60000,2014,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2768,Dealer,750000,73293,2011,Innova,Grey,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2770,Dealer,425000,46884,2014,Etios,Grey,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2771,Dealer,820000,62853,2012,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2772,Dealer,1425000,40000,2015,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2773,Dealer,425000,80000,2009,Corolla Altis,Grey,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2774,Dealer,660000,82000,2010,Innova,Grey,Petrol,Manual,New Delhi,1,6,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2775,Dealer,1040000,76000,2009,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2776,Dealer,1150000,40786,2014,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2777,Dealer,1225000,24500,2015,Corolla Altis,Grey,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2779,Dealer,1185000,78350,2010,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2780,Dealer,1175000,78350,2010,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2781,Dealer,1499000,59000,2012,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2782,Dealer,640000,85000,2010,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2783,Dealer,1490000,59000,2012,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2784,Dealer,850000,98276,2013,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2785,Dealer,1475000,59000,2012,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2788,Dealer,1000000,40000,2014,Corolla Altis,Grey,Diesel,Manual,New Delhi,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2789,Dealer,990000,76841,2009,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2790,Dealer,1150000,40000,2014,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2791,Dealer,1035000,65000,2014,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2794,Dealer,980000,58952,2012,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2795,Dealer,1225000,56000,2015,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2796,Dealer,1025000,72000,2013,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2797,Dealer,1375000,67000,2012,Fortuner,Grey,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2798,Dealer,950000,100000,2013,Innova,Grey,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2799,Dealer,259999,68244,2006,Corolla,White,Petrol,Automatic,New Delhi,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2804,Dealer,850000,65000,2012,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2805,Dealer,1240000,55000,2014,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2806,Dealer,899998,68990,2011,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2807,Dealer,750000,80000,2011,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2808,Dealer,1050000,90000,2014,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2809,Dealer,1450000,75628,2012,Fortuner,Grey,Diesel,Automatic,New Delhi,1,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2810,Dealer,1149999,119508,2010,Fortuner,Grey,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2811,Dealer,1635000,6000,2017,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2812,Dealer,1090000,63531,2010,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2813,Dealer,1375000,65733,2012,Fortuner,Grey,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2815,Dealer,1500000,5000,2017,Innova,Grey,Petrol,Manual,New Delhi,1,6,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2816,Dealer,1250000,32000,2014,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2817,Dealer,1475000,16000,2016,Innova,Grey,Petrol,Automatic,New Delhi,1,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2818,Dealer,2300000,5500,2017,Innova,Grey,Diesel,Automatic,New Delhi,1,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2819,Dealer,1225000,55000,2014,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2820,Dealer,1490000,72052,2012,Fortuner,Grey,Diesel,Automatic,New Delhi,2,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2821,Dealer,1075000,80000,2010,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2822,Dealer,750000,80000,2011,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2823,Dealer,1825000,5000,2017,Innova,Grey,Diesel,Automatic,New Delhi,1,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2826,Dealer,1300000,13000,2015,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2827,Dealer,660000,71000,2010,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2828,Dealer,1450000,37000,2016,Corolla Altis,Grey,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2829,Dealer,980000,100000,2010,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2830,Dealer,1200000,35000,2016,Corolla Altis,Grey,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2832,Dealer,2500000,50000,2014,Camry,Grey,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2833,Dealer,1325000,56337,2010,Fortuner,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2836,Dealer,1190000,100000,2013,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2837,Dealer,1050000,60500,2012,Innova,Grey,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2839,Dealer,390000,25000,2008,Corolla,Grey,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2840,Dealer,1450000,42000,2015,Corolla Altis,Grey,Diesel,Manual,New Delhi,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2841,Individual,326849,51000,2009,Corolla Altis,Smoke Grey,Petrol,Manual,New Delhi,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2843,Individual,1350000,34000,2014,Innova,Silky Gold Mica Metallic,Diesel,Manual,New Delhi,2,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2844,Individual,1400000,33000,2014,Innova,Silky Gold Mica Metallic,Diesel,Manual,New Delhi,2,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2846,Individual,1200000,42000,2015,Innova,Grey Mica Metallic,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2847,Individual,450000,60000,2013,Etios,Classic Grey,Diesel,Manual,New Delhi,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2852,Individual,1250000,42000,2015,Innova,Grey Mica Metallic,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2853,Individual,535000,75000,2012,Corolla Altis,Black Mica,Petrol,Manual,New Delhi,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2855,Individual,2450000,30000,2016,Fortuner,Grey Metallic,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2856,Individual,3250000,6500,2017,Camry,Dark Brown Mica Metallic,Petrol,Automatic,New Delhi,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2857,Individual,1275000,71000,2014,Innova,Silky Gold Mica Metallic,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2858,Individual,1350000,71000,2014,Innova,Silky Gold Mica Metallic,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2864,Dealer,725000,78226,2011,Innova,Maroon,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2865,Dealer,634000,67000,2010,Innova,Maroon,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2866,Dealer,95000,55000,2005,Corolla,Maroon,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2867,Dealer,475000,95311,2010,Corolla Altis,Maroon,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2869,Dealer,475000,50000,2010,Corolla Altis,Maroon,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2870,Dealer,3300000,5000,2017,Camry,Maroon,Petrol,Automatic,New Delhi,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2872,Dealer,1980000,16000,2016,Innova,Purple,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2873,Dealer,475000,54216,2008,Innova,Red,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2875,Dealer,750000,78209,2011,Innova,Red,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2879,Dealer,475000,95500,2010,Corolla Altis,Red,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2880,Dealer,345000,69415,2012,Etios Liva,Red,Diesel,Manual,New Delhi,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2881,Dealer,122500,125085,2003,Qualis,Red,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2882,Dealer,499999,80000,2005,Innova,Red,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2884,Individual,425000,66200,2008,Innova,Simpson Red,Diesel,Manual,New Delhi,2,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2885,Individual,612000,66000,2008,Innova,Simpson Red,Diesel,Manual,New Delhi,2,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2886,Dealer,319000,39180,2012,Etios Liva,Silver,Petrol,Manual,New Delhi,1,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2887,Dealer,350000,51655,2011,Etios,Silver,Petrol,Manual,New Delhi,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2889,Dealer,525000,63529,2010,Corolla Altis,Silver,Diesel,Manual,New Delhi,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2890,Dealer,350000,57200,2011,Etios,Silver,Petrol,Manual,New Delhi,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2892,Dealer,350000,55733,2013,Etios Liva,Silver,Petrol,Manual,New Delhi,1,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2894,Dealer,511000,59000,2010,Corolla Altis,Silver,Petrol,Manual,New Delhi,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2897,Dealer,1050000,81545,2010,Fortuner,Silver,Diesel,Manual,New Delhi,2,6,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2898,Dealer,475000,38000,2009,Corolla Altis,Silver,Petrol,Manual,New Delhi,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2899,Dealer,450000,52221,2014,Etios Liva,Silver,Diesel,Manual,New Delhi,1,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2900,Dealer,825000,52000,2013,Corolla Altis,Silver,Petrol,Manual,New Delhi,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
