,ProfileId,Seller,PriceNumeric,KmNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId
344,S969067,Individual,150000,97000,2003,Corona,,Petrol,Manual,Pune,3,1
345,S976050,Individual,175000,93500,2005,Corolla,Gold,Petrol,Automatic,Pune,2,2
346,S977462,Individual,180000,93500,2005,Corolla,Silver,Petrol,Automatic,Pune,1,2
347,S982122,Individual,2300000,37000,2014,Fortuner,Super White,Diesel,Automatic,Pune,2,6
348,S982117,Individual,2300000,37000,2014,Fortuner,Super White,Diesel,Automatic,Pune,2,6
349,S991837,Individual,450000,100000,2006,Innova,Silver,Diesel,Manual,Pune,1,6
350,S976386,Individual,1200000,81000,2011,Corolla Altis,Champagne Mica Metallic,Diesel,Manual,Pune,1,1
351,S989684,Individual,1580000,65000,2015,Innova,Silver Mica Metallic,Diesel,Manual,Pune,1,6
352,S998940,Individual,380000,100000,2011,Etios Liva,Vermilion Red,Diesel,Manual,Pune,2,3
353,S974044,Individual,450000,110000,2013,Etios,Steel Grey,Diesel,Manual,Pune,1,1
354,S970411,Individual,1200000,90000,2013,Innova,,Diesel,Manual,Pune,2,6
355,S975749,Individual,550000,102000,2007,Innova,Silver Metallic,Diesel,Manual,Pune,2,6
356,S965838,Individual,250000,125000,2007,Corona,,Petrol,Manual,Pune,1,1
357,S985608,Individual,320000,115000,2008,Corolla Altis,White Pearl Mica,Petrol,Manual,Pune,2,1
358,S994679,Individual,1300000,95000,2014,Innova,Grey Mica Metallic,Diesel,Manual,Pune,1,6
359,S989096,Individual,1110000,105000,2005,Prado,Biege Metallic,Petrol,Automatic,Pune,2,6
360,D1487394,Dealer,320000,77000,2007,Corolla,Silver,Petrol,Manual,Ahmedabad,2,1
361,D1468446,Dealer,550000,38856,2013,Etios,Silver,Diesel,Manual,Ahmedabad,2,1
362,D1471672,Dealer,325000,55000,2011,Etios,Silver,Petrol,Manual,Ahmedabad,1,1
364,D1450320,Dealer,430000,67000,2012,Etios,Silver,Diesel,Manual,Ahmedabad,6,1
365,D1434233,Dealer,650000,78000,2009,Innova,Blue,Diesel,Manual,Ahmedabad,6,6
366,D1335413,Dealer,350000,97000,2012,Etios,Silver,Diesel,Manual,Ahmedabad,1,1
367,D1488709,Dealer,1950000,85000,2013,Fortuner,White,Diesel,Automatic,Ahmedabad,1,6
368,D1456795,Dealer,1050000,75000,2010,Fortuner,Silver,Diesel,Manual,Ahmedabad,2,6
369,D1359986,Dealer,215000,75000,2004,Corolla,Black,Petrol,Manual,Ahmedabad,3,1
370,D1482738,Dealer,425000,57000,2008,Corolla Altis,Silver,Petrol,Manual,Ahmedabad,1,1
371,D1333533,Dealer,450000,72000,2012,Etios,White,Diesel,Manual,Ahmedabad,1,1
372,D1481813,Dealer,275000,78000,2006,Corolla,White,Petrol,Manual,Ahmedabad,1,1
373,D1476633,Dealer,1950000,65334,2014,Fortuner,White,Diesel,Manual,Ahmedabad,1,6
374,D1359968,Dealer,485000,80000,2005,Innova,Blue,Diesel,Manual,Ahmedabad,2,6
375,D1473748,Dealer,1750000,51000,2012,Fortuner,White,Diesel,Manual,Ahmedabad,1,6
376,D1430461,Dealer,520000,64000,2014,Etios,White,Diesel,Manual,Ahmedabad,1,1
377,D1470299,Dealer,290000,78178,2006,Corolla,Yellow,Petrol,Manual,Ahmedabad,1,1
378,D1482618,Dealer,485000,51303,2014,Etios,White,Diesel,Manual,Ahmedabad,1,3
379,D1454857,Dealer,995000,74000,2012,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
380,D1468610,Dealer,440000,52000,2012,Etios Liva,Blue,Diesel,Manual,Ahmedabad,1,3
381,D1395061,Dealer,325000,65000,2004,Camry,White,Petrol,Manual,Ahmedabad,2,1
382,D1445712,Dealer,450000,52000,2012,Etios,Blue,Diesel,Manual,Ahmedabad,1,1
383,D1465674,Dealer,1375000,27000,2015,Innova,White,Diesel,Manual,Ahmedabad,1,6
384,D1480671,Dealer,440000,65000,2009,Corolla Altis,Red,Petrol,Manual,Ahmedabad,2,1
386,D1475895,Dealer,675000,60000,2009,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
387,D1465653,Dealer,421000,54000,2012,Etios Liva,Maroon,Diesel,Manual,Ahmedabad,1,3
388,D1450327,Dealer,325000,67470,2011,Etios,White,Petrol,Manual,Ahmedabad,1,1
389,D1318511,Dealer,700000,51000,2015,Etios,White,Diesel,Manual,Ahmedabad,1,3
390,D1418710,Dealer,1350000,63339,2014,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
391,D1432281,Dealer,1125000,60000,2009,Fortuner,Black,Diesel,Manual,Ahmedabad,2,6
392,D1465688,Dealer,621000,88000,2010,Corolla Altis,Silver,Diesel,Manual,Ahmedabad,1,1
393,D1468599,Dealer,1390000,78000,2015,Innova,Gold,Diesel,Manual,Ahmedabad,1,6
394,D1477942,Dealer,1300000,77000,2014,Innova,Gold,Diesel,Manual,Ahmedabad,1,6
395,D1471951,Dealer,1475000,72000,2012,Fortuner,Blue,Diesel,Manual,Ahmedabad,1,6
396,D1440435,Dealer,800000,118698,2010,Innova,Grey,Diesel,Manual,Ahmedabad,1,6
397,D1465655,Dealer,1999000,70000,2014,Fortuner,White,Diesel,Automatic,Ahmedabad,1,6
398,D1443054,Dealer,440000,150000,2008,Innova,White,Diesel,Manual,Ahmedabad,1,6
399,D1440365,Dealer,2250000,94009,2015,Fortuner,White,Diesel,Manual,Ahmedabad,1,6
400,D1385179,Dealer,1375000,110000,2011,Fortuner,Grey,Diesel,Manual,Ahmedabad,2,6
402,D1469968,Dealer,375000,63000,2011,Etios,White,Petrol,Manual,Ahmedabad,2,1
405,D1400684,Dealer,675000,75000,2008,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
406,D1359973,Dealer,550000,68300,2007,Innova,Silver,Diesel,Manual,Ahmedabad,2,6
407,D1336736,Dealer,465000,66452,2012,Etios,White,Diesel,Manual,Ahmedabad,1,1
411,D1468626,Dealer,470000,69870,2008,Corolla Altis,Red,Petrol,Automatic,Ahmedabad,1,1
412,D1407298,Dealer,711000,64000,2012,Corolla Altis,Silver,Petrol,Automatic,Ahmedabad,1,1
413,D1465325,Dealer,780000,62217,2013,Corolla Altis,White,Diesel,Manual,Ahmedabad,1,1
414,D1467867,Dealer,850000,67000,2012,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
415,D1465465,Dealer,410000,53230,2012,Etios Liva,White,Diesel,Manual,Ahmedabad,1,3
416,D1330573,Dealer,335000,69000,2006,Camry,Blue,Petrol,Automatic,Ahmedabad,2,1
417,D1468633,Dealer,370000,79700,2012,Etios,Blue,Petrol,Manual,Ahmedabad,1,1
418,D1359965,Dealer,1365000,76100,2010,Fortuner,White,Diesel,Manual,Ahmedabad,1,6
419,D1422376,Dealer,490000,65600,2013,Etios,Black,Diesel,Manual,Ahmedabad,1,1
420,D1438769,Dealer,260000,60000,2008,Corolla,White,Petrol,Manual,Ahmedabad,1,1
421,D1478455,Dealer,175000,60000,2004,Corolla,Silver,Petrol,Manual,Ahmedabad,2,1
422,D1483223,Dealer,650000,100000,2009,Innova,Silver,Petrol,Manual,Ahmedabad,1,6
423,D1460363,Dealer,475000,67000,2007,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
424,D1425315,Dealer,1950000,62938,2014,Fortuner,Black,Diesel,Manual,Ahmedabad,1,6
425,D1433436,Dealer,1491000,76300,2012,Fortuner,White,Diesel,Manual,Ahmedabad,1,6
426,D1468186,Dealer,2575000,24600,2016,Fortuner,White,Diesel,Manual,Ahmedabad,1,6
427,D1481791,Dealer,575000,136000,2008,Innova,Gold,Diesel,Manual,Ahmedabad,1,6
428,D1368413,Dealer,1100000,86200,2009,Fortuner,Silver,Diesel,Manual,Ahmedabad,1,6
429,D1342580,Dealer,605000,90200,2009,Innova,Gold,Diesel,Manual,Ahmedabad,1,6
430,D1482612,Dealer,2510000,58059,2015,Fortuner,Brown,Diesel,Automatic,Ahmedabad,1,6
431,D1237663,Dealer,550000,65000,2008,Camry,Gold,Petrol,Manual,Ahmedabad,1,1
436,D1390531,Dealer,451000,185000,2007,Innova,Maroon,Diesel,Manual,Ahmedabad,2,6
437,D1481553,Dealer,825000,52218,2011,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
438,D1488671,Dealer,975000,55000,2013,Innova,Grey,Diesel,Manual,Ahmedabad,1,6
439,D1330570,Dealer,640000,95000,2010,Innova,Grey,Diesel,Manual,Ahmedabad,1,6
440,D1323626,Dealer,721000,57000,2009,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
441,D1341871,Dealer,250000,55000,2006,Corolla,White,Petrol,Automatic,Ahmedabad,2,1
442,D1475913,Dealer,675000,65000,2009,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
443,D1470981,Dealer,750000,58000,2009,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
444,D1441878,Dealer,1650000,31000,2016,Innova,White,Diesel,Automatic,Ahmedabad,1,6
445,D1475059,Dealer,1300000,69000,2014,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
446,D1458106,Dealer,1290000,69000,2014,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
447,D1480774,Dealer,245000,65000,2006,Corolla,Silver,Petrol,Manual,Ahmedabad,2,1
448,D1355546,Dealer,375000,75526,2011,Etios,White,Petrol,Manual,Ahmedabad,1,1
449,D1434050,Dealer,275000,88000,2008,Corolla,Silver,Petrol,Manual,Ahmedabad,1,1
450,D1362052,Dealer,1195001,61298,2009,Fortuner,Silver,Diesel,Manual,Ahmedabad,2,6
451,D1478354,Dealer,1150000,70000,2010,Fortuner,Silver,Diesel,Manual,Ahmedabad,1,6
452,D1359822,Dealer,2250000,50000,2015,Fortuner,White,Diesel,Automatic,Ahmedabad,2,6
453,D1450811,Dealer,400000,53000,2012,Etios,Blue,Diesel,Manual,Ahmedabad,1,1
454,D1429362,Dealer,710000,92000,2010,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
455,D1426762,Dealer,775000,92448,2010,Innova,Grey,Diesel,Manual,Ahmedabad,1,6
460,D1435185,Dealer,1450000,75000,2011,Fortuner,White,Diesel,Manual,Ahmedabad,1,6
461,D1445710,Dealer,1390000,78000,2015,Innova,White,Diesel,Manual,Ahmedabad,1,6
462,D1467788,Dealer,495000,92000,2014,Etios,White,Diesel,Manual,Ahmedabad,1,1
463,D1457300,Dealer,1350000,80000,2011,Fortuner,White,Diesel,Manual,Ahmedabad,1,6
464,D1436181,Dealer,1650000,80000,2012,Fortuner,White,Diesel,Manual,Ahmedabad,2,6
465,D1478351,Dealer,1700000,67000,2013,Fortuner,White,Diesel,Manual,Ahmedabad,1,6
466,D1482270,Dealer,665000,88000,2008,Innova,Silver,Diesel,Manual,Ahmedabad,1,6
467,D1454631,Dealer,450000,68000,2009,Corolla Altis,Silver,Petrol,Manual,Ahmedabad,1,1
468,D1475084,Dealer,1400000,25000,2015,Innova,Bronze,Diesel,Manual,Ahmedabad,1,6
469,D1458094,Dealer,1690000,84000,2013,Fortuner,White,Diesel,Manual,Ahmedabad,1,6
470,D1456067,Dealer,1175000,135000,2010,Fortuner,Grey,Diesel,Manual,Ahmedabad,2,6
471,D1282425,Dealer,2300000,110505,2014,Fortuner,White,Diesel,Automatic,Ahmedabad,1,6
472,D1447607,Dealer,1190000,93000,2013,Innova,Grey,Diesel,Manual,Ahmedabad,1,6
473,D1225684,Dealer,250000,114611,2004,Qualis,Green,Diesel,Manual,Ahmedabad,4,6
474,D1379296,Dealer,460000,75000,2007,Innova,Gold,Diesel,Manual,Ahmedabad,6,6
475,D1479386,Dealer,500000,50000,2013,Etios,White,Diesel,Manual,Ahmedabad,2,1
476,S966544,Individual,461000,64800,2012,Etios,White,Diesel,Manual,Ahmedabad,2,1
477,S972666,Individual,875000,40000,2016,Etios,,Diesel,Manual,Ahmedabad,1,1
478,S964235,Individual,2400000,41000,2016,Fortuner,,Diesel,Automatic,Ahmedabad,1,6
479,S967046,Individual,160000,150000,2001,Qualis,,Diesel,Manual,Ahmedabad,2,6
484,S967537,Individual,825000,134000,2013,Innova,,Diesel,Manual,Ahmedabad,2,6
485,S972856,Individual,375000,190000,2012,Etios,,Diesel,Manual,Ahmedabad,1,1
486,D1474386,Dealer,430000,67000,2012,Etios,Silver,Diesel,Manual,Ahmedabad,6,1
487,D1465704,Dealer,2051000,71000,2014,Fortuner,Black,Diesel,Automatic,Ahmedabad,1,6
488,D1435913,Dealer,475000,75000,2008,Innova,Black,Diesel,Manual,Ahmedabad,2,6
489,S981218,Individual,400000,24000,2014,Etios Liva,Symphony Silver,Petrol,Manual,Ahmedabad,1,3
490,S975251,Individual,400000,40000,2013,Etios,White,Petrol,Manual,Ahmedabad,1,1
491,S962041,Individual,350000,58000,2012,Etios,,Petrol,Manual,Ahmedabad,1,1
492,S985114,Individual,400000,51000,2013,Etios,Symphony Silver,Diesel,Manual,Ahmedabad,1,1
493,S971427,Individual,350000,50000,2014,Etios Liva,,Petrol,Manual,Ahmedabad,2,3
494,S957429,Individual,215000,65000,2004,Camry,,Petrol,Automatic,Ahmedabad,3,1
495,S994836,Individual,389000,56000,2009,Corolla Altis,Light Blue Metallic,Petrol,Manual,Ahmedabad,2,1
496,S980955,Individual,375000,60000,2014,Etios,Light Green,Petrol,Manual,Ahmedabad,1,1
497,S988521,Individual,265000,67169,2012,Etios,White,Petrol,Manual,Ahmedabad,1,1
498,S984122,Individual,155000,62000,2003,Corona,White,Petrol,Manual,Ahmedabad,2,1
499,S969120,Individual,300000,58000,2011,Etios,,Petrol,Manual,Ahmedabad,1,1
500,S981831,Individual,300000,68000,2010,Etios,White,Petrol,Manual,Ahmedabad,1,1
501,S998392,Individual,90000,85698,2005,Corolla,White,Petrol,Automatic,Ahmedabad,3,2
502,S998090,Individual,375000,89000,2012,Etios Liva,Celestial Black,Diesel,Manual,Ahmedabad,1,3
503,S995112,Individual,330000,85700,2011,Etios,White,Diesel,Manual,Ahmedabad,1,1
508,S990612,Individual,911000,80000,2012,Innova,Silver,Diesel,Manual,Ahmedabad,2,6
509,S962364,Individual,550000,91000,2010,Innova,,Diesel,Manual,Ahmedabad,3,6
510,S997384,Individual,375000,88000,2012,Etios Liva,Celestial Black,Diesel,Manual,Ahmedabad,1,3
511,S966132,Individual,500000,90000,2010,Innova,,Diesel,Manual,Ahmedabad,1,6
512,S999458,Individual,500000,99000,2015,Etios,White,Petrol,Manual,Ahmedabad,1,3
513,S999496,Individual,500000,99000,2015,Etios,White,Petrol,Manual,Ahmedabad,1,3
514,S966607,Individual,480000,102401,2012,Etios,,Diesel,Manual,Ahmedabad,2,1
515,S973519,Individual,480000,102154,2012,Etios,,Diesel,Manual,Ahmedabad,2,1
516,S961066,Individual,450000,95000,2012,Etios,,Diesel,Manual,Ahmedabad,2,1
517,S993028,Individual,475000,106210,2012,Etios,White,Diesel,Manual,Ahmedabad,2,1
518,S989625,Individual,500000,100000,2008,Corolla Altis,White Pearl Mica,Petrol,Manual,Ahmedabad,2,1
519,S995174,Individual,950000,101000,2014,Innova,White,Diesel,Manual,Ahmedabad,1,6
520,S992802,Individual,650000,116700,2012,Innova,Gray,Diesel,Manual,Ahmedabad,1,6
521,S991192,Individual,450000,125000,2012,Etios,White,Diesel,Manual,Ahmedabad,1,1
522,S988273,Individual,275000,135000,2011,Etios Liva,Symphony Silver,Petrol,Manual,Ahmedabad,1,3
523,S996227,Individual,710000,125000,2009,Innova,Champagne Mica Metallic,Diesel,Manual,Ahmedabad,1,6
524,S975310,Individual,1411000,111508,2011,Fortuner,Super White,Diesel,Manual,Ahmedabad,3,6
525,S979136,Individual,2450000,92000,2015,Fortuner,Super White,Diesel,Automatic,Ahmedabad,2,6
526,S992369,Individual,675000,143000,2009,Innova,Silver,Petrol,Manual,Ahmedabad,2,6
527,S957877,Individual,1300000,145000,2010,Fortuner,,Diesel,Manual,Ahmedabad,1,6
528,D1478076,Dealer,921501,62609,2012,Innova,Silver,Diesel,Manual,Kolkata,1,6
529,D1480499,Dealer,280000,43755,2012,Etios Liva,Beize,Petrol,Manual,Kolkata,1,3
531,D1485655,Dealer,490000,50020,2014,Etios,White,Diesel,Manual,Kolkata,1,3
533,D1484771,Dealer,475000,5000,2015,Etios,White,Petrol,Manual,Kolkata,1,3
534,D1477568,Dealer,960000,47178,2012,Innova,Red,Diesel,Manual,Kolkata,1,6
535,D1462300,Dealer,380000,22660,2013,Etios,Silver,Petrol,Manual,Kolkata,1,1
536,D1460389,Dealer,1125000,90143,2014,Innova,White,Diesel,Manual,Kolkata,1,6
537,D1485875,Dealer,1890000,25000,2016,Innova,Silver,Diesel,Automatic,Kolkata,1,6
538,D1482886,Dealer,1049999,1049,2014,Corolla Altis,White,Diesel,Manual,Kolkata,1,1
539,D1480993,Dealer,225000,31000,2005,Corolla,Gold,Petrol,Manual,Kolkata,1,1
540,D1487252,Dealer,1308000,10658,2015,Corolla Altis,White,Diesel,Manual,Kolkata,1,1
541,D1415988,Dealer,490000,30275,2010,Corolla Altis,Beize,Petrol,Manual,Kolkata,1,1
542,D1483070,Dealer,240000,77976,2004,Qualis,Beige,Diesel,Manual,Kolkata,1,6
543,D1399084,Dealer,1225001,28020,2014,Corolla Altis,White,Diesel,Manual,Kolkata,1,1
544,D1481376,Dealer,650000,54689,2011,Corolla Altis,Silver,Diesel,Manual,Kolkata,1,1
545,D1483062,Dealer,595000,75662,2009,Innova,Blue,Diesel,Manual,Kolkata,1,6
546,D1487567,Dealer,615000,66518,2010,Innova,White,Diesel,Manual,Kolkata,1,6
547,D1449500,Dealer,745000,116380,2012,Innova,Blue,Diesel,Manual,Kolkata,1,6
548,D1473341,Dealer,825000,144268,2012,Innova,Gold,Diesel,Manual,Kolkata,1,6
549,D1444181,Dealer,175000,45001,2005,Corolla,Gold,Petrol,Manual,Kolkata,1,1
550,D1486845,Dealer,775000,35000,2014,Corolla Altis,Silver,Petrol,Automatic,Kolkata,1,1
551,D1442717,Dealer,439000,45000,2009,Innova,Red,Petrol,Manual,Kolkata,1,6
557,D1323770,Dealer,794998,76550,2011,Innova,Silver,Diesel,Manual,Kolkata,4,6
558,D1459283,Dealer,690000,96400,2009,Innova,Grey,Diesel,Manual,Kolkata,1,6
559,D1485172,Dealer,1450000,56876,2012,Fortuner,White,Diesel,Manual,Kolkata,1,6
560,D1448302,Dealer,1499000,55000,2012,Fortuner,Grey,Diesel,Manual,Kolkata,1,6
561,D1470844,Dealer,270000,35537,2012,Etios Liva,Blue,Petrol,Manual,Kolkata,1,3
562,D1433782,Dealer,1650000,51723,2012,Fortuner,White,Diesel,Manual,Kolkata,1,6
563,D1442286,Dealer,1650000,46990,2012,Fortuner,White,Diesel,Manual,Kolkata,1,6
564,D1346416,Dealer,1250000,67587,2010,Fortuner,White,Diesel,Manual,Kolkata,1,6
565,D1386573,Dealer,1149000,48150,2010,Fortuner,Grey,Diesel,Manual,Kolkata,1,6
566,D1450496,Dealer,349000,67528,2010,Corolla Altis,White,Diesel,Manual,Kolkata,1,1
567,D1482237,Dealer,375000,45000,2010,Corolla Altis,White,Petrol,Manual,Kolkata,1,1
568,D1486116,Dealer,675000,49000,2011,Corolla Altis,Silver,Diesel,Manual,Kolkata,1,1
569,D1483030,Dealer,970000,41164,2015,Corolla Altis,White,Diesel,Manual,Kolkata,1,1
570,D1470715,Dealer,324999,59372,2009,Corolla Altis,Beize,Petrol,Manual,Kolkata,1,1
571,D1473011,Dealer,569000,65000,2010,Innova,Blue,Diesel,Manual,Kolkata,1,6
572,D1472029,Dealer,575500,71295,2009,Innova,Blue,Diesel,Manual,Kolkata,1,6
573,D1487267,Dealer,599000,71827,2010,Innova,Beige,Diesel,Manual,Kolkata,1,6
574,D1470714,Dealer,1100000,70215,2010,Fortuner,Blue,Diesel,Manual,Kolkata,1,6
575,D1309889,Dealer,1800000,28000,2016,Innova,White,Diesel,Automatic,Kolkata,1,6
580,D1473463,Dealer,300000,87000,2008,Innova,Gold,Diesel,Manual,Kolkata,1,6
581,D1470877,Dealer,749999,137673,2011,Innova,Silver,Diesel,Manual,Kolkata,1,6
582,D1470872,Dealer,724999,175443,2011,Innova,Silver,Diesel,Manual,Kolkata,1,6
583,D1410524,Dealer,439000,45000,2008,Innova,Red,Diesel,Manual,Kolkata,1,6
584,D1398496,Dealer,1339112,26000,2011,Fortuner,White,Diesel,Manual,Kolkata,1,6
585,D1487786,Dealer,700000,69000,2011,Innova,White,Diesel,Manual,Kolkata,1,6
586,D1297500,Dealer,199999,62424,2003,Camry,Black,Petrol,Manual,Kolkata,1,1
587,D1459491,Dealer,140000,105000,2005,Corolla,Red,Petrol,Manual,Kolkata,1,1
588,D1314436,Dealer,674998,86001,2010,Innova,Silver,Petrol,Manual,Kolkata,1,6
589,D1309804,Dealer,1199999,58000,2010,Fortuner,White,Diesel,Manual,Kolkata,1,6
590,D1391607,Dealer,480000,94423,2009,Innova,Grey,Diesel,Manual,Kolkata,1,6
591,D1481734,Dealer,630000,90000,2010,Innova,Silver,Diesel,Manual,Kolkata,1,6
592,D1361907,Dealer,360000,112000,2006,Innova,White,Petrol,Manual,Kolkata,1,6
593,S985132,Individual,550000,64960,2009,Innova,Grey Mica Metallic,Diesel,Manual,Kolkata,1,6
594,S977157,Individual,500000,94000,2008,Innova,Beige,Diesel,Manual,Kolkata,2,6
595,S973913,Individual,1140000,15000,2014,Innova,,Diesel,Manual,Kolkata,1,6
596,S966176,Individual,275000,68000,2011,Etios,,Petrol,Manual,Kolkata,1,1
597,D1479776,Dealer,1251001,35000,2010,Fortuner,Silver,Diesel,Manual,Kolkata,1,6
598,S985969,Individual,450000,9890,2014,Etios,Symphony Silver,Petrol,Manual,Kolkata,1,1
599,S981250,Individual,595000,3400,2016,Etios,Red,Petrol,Manual,Kolkata,1,1
603,S987142,Individual,375000,15000,2014,Etios Liva,White,Petrol,Manual,Kolkata,1,3
604,S983690,Individual,315000,12093,2012,Etios Liva,Blue,Petrol,Manual,Kolkata,1,3
605,S999342,Individual,340000,37000,2013,Etios Liva,Symphony Silver,Diesel,Manual,Kolkata,1,3
606,S983181,Individual,595000,38000,2013,Corolla Altis,Silver,Petrol,Manual,Kolkata,1,1
607,S962937,Individual,1000000,25000,2016,Fortuner,,Diesel,Automatic,Kolkata,1,6
608,S994922,Individual,400000,43000,2011,Etios,White,Petrol,Manual,Kolkata,1,1
609,S982802,Individual,1319001,15107,2014,Corolla Altis,Pearl White,Diesel,Manual,Kolkata,1,1
610,S976928,Individual,520000,46000,2010,Corolla Altis,Silver,Petrol,Manual,Kolkata,1,1
611,S990312,Individual,420000,45000,2015,Etios,New Pearl White,Diesel,Manual,Kolkata,1,1
612,S994813,Individual,360000,56000,2012,Etios Liva,White,Diesel,Manual,Kolkata,1,3
613,S967269,Individual,1830000,15400,2016,Innova,,Diesel,Automatic,Kolkata,1,6
614,S992330,Individual,670000,65000,2011,Innova,Silver,Diesel,Manual,Kolkata,2,6
615,S984876,Individual,2024999,30000,2015,Fortuner,White Pearl,Diesel,Manual,Kolkata,2,6
616,S982034,Individual,500000,67690,2007,Innova,Black,Diesel,Manual,Kolkata,1,6
617,S994037,Individual,640000,84000,2010,Innova,Silver Mica,Diesel,Manual,Kolkata,1,6
618,S989505,Individual,290000,100480,2011,Etios,White,Diesel,Manual,Kolkata,1,1
619,S988144,Individual,500000,97000,2009,Innova,Silver Metallic,Diesel,Manual,Kolkata,2,6
620,S976165,Individual,400000,100000,2013,Etios,Symphony Silver,Diesel,Manual,Kolkata,1,1
621,S988315,Individual,800000,100000,2012,Innova,White,Diesel,Manual,Kolkata,1,6
622,S973746,Individual,450000,119000,2007,Innova,,Petrol,Manual,Kolkata,2,6
623,S970503,Individual,785000,146000,2010,Innova,,Diesel,Manual,Kolkata,1,6
624,D1474396,Dealer,1025000,71123,2012,Innova,Blue,Diesel,Manual,Thane,1,6
625,D1467863,Dealer,1010000,77123,2012,Innova,Silver,Diesel,Manual,Thane,2,6
626,D1474569,Dealer,1275000,73418,2010,Fortuner,Silver,Diesel,Manual,Thane,1,6
630,D1457173,Dealer,575000,130123,2007,Innova,Green,Diesel,Manual,Thane,2,6
631,D1488882,Dealer,170000,117123,2003,Corolla,White,Petrol,Manual,Thane,1,1
632,D1488528,Dealer,500000,114123,2006,Innova,Gold,Diesel,Manual,Thane,1,6
633,D1435620,Dealer,275000,68000,2005,Camry,Gold,Petrol,Manual,Thane,2,1
634,D1481921,Dealer,255000,38620,2004,Camry,White,Petrol,Manual,Thane,2,1
635,D1471826,Dealer,365000,30300,2011,Etios,Beize,Petrol,Manual,Thane,1,1
636,D1466342,Dealer,250000,101495,2007,Corolla,White,Petrol,Manual,Thane,1,1
637,D1472083,Dealer,1100000,27000,2011,Innova,White,Diesel,Manual,Thane,1,6
638,D1445354,Dealer,520000,50603,2011,Corolla Altis,Silver,Petrol,Manual,Thane,1,1
639,D1436997,Dealer,565001,42283,2011,Corolla Altis,Blue,Petrol,Manual,Thane,1,1
640,D1484759,Dealer,1045000,42000,2012,Innova,Gold,Diesel,Manual,Thane,1,6
641,D1480725,Dealer,985000,51000,2012,Innova,White,Diesel,Manual,Thane,1,6
642,D1463456,Dealer,486000,76293,2010,Corolla Altis,White,CNG,Manual,Thane,1,1
643,D1467932,Dealer,424000,56448,2009,Corolla Altis,Blue,Petrol,Automatic,Thane,1,1
644,D1458017,Dealer,595001,50533,2011,Corolla Altis,Silver,Petrol,Manual,Thane,1,1
645,D1474838,Dealer,850000,70177,2011,Innova,White,Diesel,Manual,Thane,2,6
646,D1481979,Dealer,725000,67028,2009,Innova,Silver,Petrol,Manual,Thane,2,6
647,D1481308,Dealer,865000,64000,2011,Innova,Silver,Diesel,Manual,Thane,1,6
651,D1467942,Dealer,1370000,45500,2014,Innova,White,Diesel,Manual,Thane,1,6
652,D1473614,Dealer,365000,86000,2009,Corolla Altis,Blue,Petrol,Manual,Thane,2,1
653,D1484531,Dealer,445000,74158,2009,Corolla Altis,Gold,Petrol,Manual,Thane,1,1
654,D1450264,Dealer,950000,58000,2013,Innova,Silver,Diesel,Manual,Thane,1,6
655,D1486271,Dealer,911000,95000,2012,Innova,White,Diesel,Manual,Thane,1,6
